# Pathway	SRR22212915	SRR22212916	SRR22212917	SRR22212919	SRR22212920	SRR22212921	SRR22212922	SRR22212927	SRR22212929	SRR22212932	SRR22212934	SRR22212935	SRR22212936	SRR22212938	SRR22212939	SRR22212940	SRR22212941	SRR22212944	SRR22212945	SRR22212946	SRR22212947	SRR22212950	SRR22212951	SRR22212953	SRR22212954	SRR22212957	SRR22212958	SRR22212960	SRR22212967	SRR22212971	SRR22212972	SRR22212973	SRR22212974	SRR22212977	SRR22212978	SRR22212981	SRR22212982	SRR22212984	SRR22212985	SRR22212987	SRR22212988	SRR22212990	SRR22212993	SRR22212994	SRR22212996	SRR22212997	SRR22213000	SRR22213002	SRR22213003	SRR22213004	SRR22213005	SRR22213008	SRR22213011	SRR22213015	SRR22213018	SRR22213019	SRR22213021	SRR22213022	SRR22213025	SRR22213030	SRR22213032	SRR22213034	SRR22213035	SRR22213037	SRR22213038	SRR22213040	SRR22213043	SRR22213044	SRR22213046	SRR22213049	SRR22213051	SRR22213053	SRR22213054	SRR22213055	SRR22213059	SRR22213065	SRR22213066	SRR22213068	SRR22213073	SRR22213074	SRR22213075	SRR22213078	SRR22213079	SRR22213080	SRR22213082	SRR22213083	SRR22213084	SRR22213085	SRR22213087	SRR22213088	SRR22213090	SRR22213091	SRR22213093	SRR22213094	SRR22213096	SRR22213098	SRR22213099	SRR22213101	SRR22213103	SRR22213104	SRR22213105	SRR22213107	SRR22213108	SRR22213109	SRR22213110	SRR22213114	SRR22213116	SRR22213117	SRR22213119	SRR22213122	SRR22213123	SRR22213124	SRR22213125	SRR22213126	SRR22213129	SRR22213131
PWY-6876: isopropanol biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8268	0	0	7.31092	0	0	6.32756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.2199	0	0	5.46316	0	0	0	0	6.47588	0	0	0	0	0	0	0	0	8.00202	0	0	0	34.1362	0	0	0	0	0	0.477981	0	0	0	0	0	0	0	61.4353	0	3.94826	0	0	0	0	0	0	0	0	3.87256	0	0	0	0	0	0	0	0	0	0
PWY-6891: thiazole component of thiamine diphosphate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.9188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	105.16	145.173	0	55.1945	0	0	162.642	0	274.568	417.336	0	391.075	16.6473	224.945	307.468	0	279.04	270.156	189.188	149.776	299.242	650.276	290.967	300.936	364.652	0	310.556	190.984	0	280.646	382.313	0	0	0	282.14	0	196.728	328.069	291.972	349.088	132.193	128.229	341.744	236.897	151.577	451.436	146.32	0	0	236.774	254.958	372.465	0	271.52	34.0658	125.071	0	0	174.446	419.276	172.97	163.541	269.185	64.7149	0	0	0	156.568	0	492.625	194.66	413.2	326.166	92.4156	0	0	290.538	0	0	289.708	185.662	30.4985	220.215	16.2312	0	256.995	88.7638	158.062	308.465	0	206.696	166.255	0	178.609	171.592	281.498	240.207	150.436	178.851	132.087	241.086	167.407	268.734	90.3798	0	279.005	167.957	0	325.418	260.016	349.789	363.293	279.358	0	216.674	44.3024
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	120.98	111.419	0	107.399	0	0	20.5462	0	228.928	211.531	0	190.48	0	195.598	150.084	0	254.058	148.691	99.2378	112.428	129.743	19.7629	121.611	152.187	242.61	0	247.178	188.977	0	128.349	63.1023	0	0	0	137.745	0	187.202	257.837	173.237	74.9135	92.4541	24.7896	220.754	171.781	113.968	127.934	194.005	0	0	91.2117	102.412	190.97	0	171.164	0	256.998	0	0	155.527	228.921	78.5357	0	99.1458	50.9259	0	0	0	196.117	0	249.979	258.35	27.9728	255.325	106.467	0	0	70.577	0	0	225.817	38.4066	0	79.8204	49.008	0	66.1994	25.7491	73.1682	257.574	0	89.2044	98.1038	0	130.204	201	0	80.293	146.508	180.101	73.9884	0	235.218	251.343	82.0401	0	192.865	124.427	0	219.601	103.754	0	0	173.028	0	128.074	0
PWY-6897: thiamine diphosphate salvage II	127.331	152.983	0	167.13	131.05	89.6538	229.421	318.19	204.155	200.78	0	170.979	169.853	293.17	182.724	110.522	229.938	137.95	141.52	259.646	171.031	17.9043	238.094	147.844	225.027	729.121	221.792	194.47	247.995	133.499	209.792	448.121	84.218	102.35	145.886	505.005	242.218	222.993	266.399	205.679	76.9882	74.9393	207.814	174.012	117.979	152.829	207.542	155.644	0	160.637	285.358	168.557	0	177.955	306.557	338.423	168.233	464.88	190.55	173.197	193.184	209.75	224.723	156.518	615.178	0	425.241	273.803	60.2119	225.719	241.567	277.456	250.126	342.376	52.5193	83.9999	346.695	233.803	0	180.737	272.315	60.2647	255.997	283.196	229.635	301.49	140.719	83.3357	232.82	354.38	167.496	218.381	422.741	307.523	188.209	0	277.182	159.509	190.963	241.482	222.136	254.623	232.828	80.96	233.072	242.811	120.244	0	206.018	126.338	0	0	166.072	0	142.292	78.8732
PWY-6901: superpathway of glucose and xylose degradation	254.94	293.738	0	276.052	209.526	169.586	277.767	177.376	391.319	495.876	0	429.229	138.796	263.071	367.668	17.4243	366.902	319.376	282.155	193.019	350.224	613.407	203.146	394.832	422.893	253.664	436.551	248.919	97.3538	378.645	276.108	21.5175	314.061	132.757	341.3	281.012	264.365	370.41	334.046	294.755	252.264	233.865	367.861	313.992	257.078	336.55	268.719	141.392	263.973	294.092	222.528	406.672	0	339.974	433.36	173.626	340.925	455.804	337.68	260.383	332.834	350.691	254.219	173.334	461.763	85.355	298.083	272.038	0	514.925	402.259	274.717	405.665	169.041	92.2985	209.182	299.093	153.327	193.598	279.415	210.287	378.661	212.588	116.164	272.134	256.415	200.828	261.312	433.289	334.71	312.16	338.358	0	304.402	342.208	425.928	235.147	288.714	352.304	210.434	363.762	268.973	321.895	199.659	117.541	295.958	264.924	0	409.644	400.764	0	0	366.122	0	373.85	160.881
PWY-6902: chitin degradation II (Vibrio)	182.48	166.118	0	217.38	74.9393	49.243	297.441	195.523	106.601	154.704	0	105.793	0	264.211	0	0	68.6941	7.39697	33.2677	42.5532	76.3002	0	114.484	141.245	87.2796	0	127.541	81.7764	823.692	11.0642	3.5105	140.964	186.124	41.7885	4.45598	180.14	132.645	85.7859	0	20.5741	217.442	4.12517	7.14261	27.209	200.303	455.795	64.587	0	0	14.8211	105.774	0	0	0	169.153	20.5014	297.769	0	206.638	51.3479	228.132	282.088	82.9483	79.1696	122.236	0	93.0002	231.434	0	3.72883	244.066	199.443	140.823	41.8685	624.282	0	202.017	106.541	0	19.3545	15.6326	18.168	154.526	164.159	64.9549	73.7525	145.237	70.7169	85.4127	365.46	222.969	245.303	0	149.36	102.203	402.987	81.1599	141.555	159.48	214.807	274.782	104.059	60.0181	16.3863	82.0808	97.0877	2.48958	0	109.503	109.341	6.97661	0	113.843	0	164.878	0
PWY-6906: chitin derivatives degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2985	0	0	0	0	0	115.378	0	0	0	0	0	0	0	5.84045	0	0	0	0	0	1.78139	0	0	24.0013	0	9.51687	0	0	0	0	0	0	0	0	58.7898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.2649	0	0	0	0	0	0	0	0	0	0	0	0	5.50163	0	0	0	0	0	1.43726	0	0	0	0	0	0	0	0	0	57.6007	0	0	0	0	0	10.8809	0	0	135.75	0	0	0	0	0	0	0	0	0	0
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.825	0	0	0	0	0	9.83645	0	0	0	0	0	0	0	0	0	0	6.75089	0	0	0	0	0	0	0	0	0	0	0	5.74788	0	0	0	0	0	0	0	0	0	0	14.1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	0	0	0	31.92	0	0	0	0	0	0	0	57.3844	59.305	0	0	34.786	0	0	0.453254	0	0	1.47669	0	0	0	0	54.3446	0	0	3.40391	0	0	0	0	0	10.8277	0	0	6.73443	0	2.85455	0	0	0	0	0	5.58597	0	5.2499	1.23911	0	0	0	37.2469	5.51519	0	57.7828	0	8.22246	0	8.80763	6.47115	0	0	0	0	0.286387	11.3772	0	27.5787	3.08232	0	0	0	0	11.1741	109.151	0	0	0	0	0.310867	0	33.9018	0.464925	1.21675	22.5682	0	0	0	0	0	14.2995	3.68741	0	1.49689	89.0285	65.4468	0	0	3.12517	2.80065	0	17.7996	9.60279	0	0	41.7917	0	0	0	50.9587	0	0	5.91402
PWY-6936: seleno-amino acid biosynthesis (plants)	148.659	329.514	54.5212	266.493	183.776	87.0273	236.979	287.29	297.526	465.842	134.118	311.966	191.051	263.292	326.047	84.5002	351.637	259.708	227.451	177.879	288.149	756.803	191.532	254.549	266.543	542.68	409.244	366.514	424.147	309.034	292.662	362.536	257.416	130.925	380.977	673.21	288.494	229.188	312.471	278.676	465.764	244.19	320.959	263.494	439.073	195.929	182.098	382.148	360.825	228.084	116.641	352.398	1278.48	357.974	576.04	271.355	311.94	465.391	289.409	190.036	272.123	316.182	264.814	168.796	557.107	71.3536	565.804	163.826	55.7832	623.292	290.017	313.547	373.483	188.457	528.947	181.227	149.245	254.497	1178.21	422.473	185.323	971.89	124.447	129.344	746.903	179.254	214.979	185.591	275.44	456.721	427.742	351.759	17.3001	169.443	268.778	669.355	252.654	330.03	432.258	266.835	349.6	175.648	306.104	169.799	214.578	334.972	247.154	1084.63	247.972	228.339	405.652	400.085	280.994	0	331.241	270.713
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61236	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	80.7126	0	0	251.94	105.788	75.533	35.3603	0	189.277	197.884	0	238.623	0	66.0429	201.065	0	288.836	171.254	142.483	8.16327	133.306	0	35.3221	188.17	204.661	0	348.152	145.583	0	165.797	11.7809	0	327.503	0	204.227	0	71.2403	225.37	137.452	12.1186	0	19.1148	327.034	281.464	0	490.606	106.944	0	0	54.1511	1.58469	190.12	0	253.277	0	48.1906	242.572	0	97.7229	84.8519	50.8963	0	10.2513	0	0	0	19.044	7.14118	0	323.557	99.3813	9.19773	241.239	0	0	0	7.70836	0	0	45.5898	12.1821	0	20.5176	24.5257	0	3.21169	9.22277	0	280.636	0	0	59.2421	0	24.5836	63.8777	406.216	0.533905	36.7014	170.561	0	0	154.826	88.7348	44.8538	0	88.5021	375.528	0	215.264	212.829	0	0	164.529	0	0	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	104.704	57.1836	44.2757	198.817	130.616	112.459	33.3852	114.028	334.095	556.096	149.401	406.155	90.5834	156.283	410.72	113.683	220.75	283.767	328.105	36.4666	247.627	5.8142	74.2896	340.994	400.418	0	473.909	182.778	0	444.319	21.0448	0	182.082	85.4118	365.899	0	79.4043	341.139	365.198	9.61113	0	31.6754	0	26.245	64.3088	406.08	115.581	19.7951	0	110.926	14.1617	187.323	0	436.391	119.218	59.7364	211.016	54.0031	152.957	90.1056	73.1467	69.1802	17.7143	93.6887	136.741	0	0	9.32971	0	499.613	189.347	9.20145	285.381	20.9716	21.0941	38.2408	27.6975	80.0071	0	113.947	87.4839	156.972	62.6541	29.1457	373.208	12.8425	81.9566	157.505	366.514	230.114	36.8666	31.6467	0	47.9105	177.782	539.265	26.0546	224.561	303.668	7.25875	0	183.141	142.127	50.7615	0	110.014	357.167	0	362.171	403.512	0	0	273.402	0	287.378	82.1857
PWY-6992: 1,5-anhydrofructose degradation	0	0	0	0	0	0	0	0	0	3.94465	0	14.417	0	0	25.4979	0	0	32.6096	15.1609	0	27.1582	0	50.3616	0	0	0	0	0	0	7.53366	145.184	0	0	0	42.2204	0	0.263139	0	26.0589	97.4018	0	0	0	0	0	0	0	0	0	0	48.8841	16.1647	0	19.8693	0	1.44619	0	0	0	0	0	0	97.6998	0	0	0	0	0	0	2.31367	20.3701	122.457	111.761	0	0	0	45.4939	0	0	0	0	0	0	0	0	23.6188	0	0	0	0	0	0	0	0	3.92276	0	19.2	0	0	0	0	0	21.8265	0	0	58.5592	0	0	0	0	0	0	0	0	0	0
PWY-7013: (S)-propane-1,2-diol degradation	14.0824	669.62	0	0	0	0	44.7496	0	0	400.979	0	288.754	0	4.08251	0	0	58.4372	263.978	291.03	38.3622	240.419	416.378	16.1817	87.6067	0	0	504.948	372.443	0	0	90.9998	0	0	0	0	0	26.7185	39.1741	0	69.943	407.355	112.79	545.936	434.596	382.442	718.587	56.1103	0	0	0	44.2628	312.78	0	160.751	0	48.2687	0	0	0	184.285	0	0	10.1786	146.13	0	0	0	17.5213	0	519.045	324.777	11.5197	0	17.1595	0	0	44.4973	0	0	67.3805	76.3906	5.39923	50.5833	0	0	41.5161	21.0076	563.126	349.933	0	678.398	0	0	23.4188	128.926	0	8.50571	548.123	581.173	0	0	0	0.218112	34.538	0	14.2824	559.305	0	91.3372	0	0	0	144.395	0	648.885	0
PWY-702: L-methionine biosynthesis II	387.481	220.748	742.386	234.612	407.257	453.125	306.205	494.443	310.193	373.253	667.558	378.374	648.384	122.061	209.75	608.662	314.454	262.787	114.82	193.138	248.523	603.289	102.699	385.396	329.574	71.4934	314.677	154.288	306.973	219.174	203.441	360.76	247.75	619.794	348.172	647.511	282.609	340.138	317.918	186.281	446.817	241.93	283.312	191.057	385.619	359.793	304.076	620.029	431.06	138.873	77.2927	409.651	1149.76	348.04	553.669	123.849	389.265	298.582	221.139	147.71	242.897	275.081	145.968	474.073	529.988	43.6059	643.016	90.0532	675.708	465.044	303.994	47.0414	241.395	48.3656	369.852	647.866	134.076	609.976	1057.52	494.473	114.5	780.085	74.6756	523.331	991.628	120.556	503.974	407.335	224.36	388.179	228.661	268.362	0	114.072	299.937	565.996	97.9653	278.12	412.041	290.257	259.444	330.998	504.641	607.746	504.593	223.138	201.335	951.814	420.435	409.628	319.749	308.094	305.102	596.948	231.687	604.998
PWY-7031: protein N-glycosylation (bacterial)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25012	0	0	1.60204	0	0	0	0	0	0	0	0	5.25412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76109	0	0	0	0	0	0	0	0	0	0
PWY-7039: phosphatidate metabolism, as a signaling molecule	0	0	0	11.4245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.062	0	0	0	13.5351	0	0	0	0	0	0	4.91761	0	0	0	0	0	0	0	0	2.29045	102.727	0	0	0	0	0	0	0	1.18764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.7912	0	0	15.4963	0	0	0	16.312	0	0	0
PWY-7094: fatty acid salvage	76.6701	219.542	0	199.66	103.649	72.3199	113.635	0	121.872	140.765	0	125.68	0	32.2387	127.175	0	197.615	107.819	113.185	4.62305	51.4373	0	10.9788	163.506	123.595	0	338.092	97.3666	0	127.603	3.18403	0	254.183	0	118.201	0	32.6895	137.655	112.878	4.32302	62.6236	10.2604	226.767	230.129	71.0661	179.423	84.1086	0	0	27.9192	1.58975	84.2459	0	163.738	18.7354	9.58722	190.431	0	278.655	0	306.552	300.927	4.35767	0	0	0	0	5.17222	0	156.523	120.353	4.09458	224.167	0	0	0	2.22783	0	0	25.6321	3.80903	0	5.36875	0	0	2.32475	0.984729	56.77	205.104	0	251.38	265.605	0	5.54122	0	330.49	0.632997	121.371	131.019	111.649	343.816	114.579	35.1881	26.3308	0	37.1762	221.872	0	171.38	241.918	0	0	136.994	0	22.7382	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	765.044	419.719	802.926	433.081	572.598	599.364	439.184	532.864	743.4	897.901	833.063	705.779	756.956	533.682	630.516	695.132	763.41	553.176	396.034	527.454	632.241	607.015	345.578	800.401	776.072	34.14	817.722	480.385	540.975	652.761	462.478	281.594	315.458	721.776	484.935	937.801	536.819	713.693	504.997	473.188	687.466	761.989	423.491	306.8	627.607	415.174	586.97	757.13	481.956	461.457	312.684	723.671	1368.79	581.35	707.24	754.596	411.732	160.034	420.956	768.272	395.759	372.386	293.977	601.364	416.054	802.312	530.471	372.152	738.891	920.515	920.203	281.705	731.231	301.265	830.296	978.579	374.57	666.927	1224.42	762.79	416.164	1162.32	343.752	647.392	1552.96	391.479	855.605	674.432	759.037	647.541	430.062	371.585	804.913	381.812	789.466	1284.91	403.126	423.61	703.278	372.494	407.585	535.254	810.411	845.933	539.011	596.152	393.202	1319.07	806.098	693.3	624.633	647.935	731.516	597.631	487.165	687.188
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	113.071	439.575	67.4568	313.325	188.71	132.145	216.428	177.532	225.074	254.344	184.261	245.121	88.08	171.311	137.891	190.417	147.845	160.852	108.726	129.298	220.597	0	49.4538	272.057	234.643	0	281.673	186.08	15.5409	141.214	79.9678	6.13766	295.538	141.317	119.813	377.901	165.528	225.465	148.191	77.0169	210.532	71.6368	239.205	237.423	184.914	327.262	146.828	41.1379	0	117.333	44.8498	284.893	0	201.097	70.2443	45.6563	258.092	0	347.865	155.234	379.002	400.96	55.0888	221.667	0	0	220.861	92.808	0	172.063	246.723	63.0851	178.752	100.574	167.541	47.7044	45.6141	141.671	0	109.284	76.9219	0	34.7397	75.4382	343.111	149.953	270.499	155.868	245.3	264.844	467.819	348.642	0	52.4556	206.542	104.4	88.5373	370.259	294.961	244.791	450.286	159.697	151.864	79.0648	49.9678	131.825	300.237	0	285.572	238.479	455.137	398.264	252.995	0	263.39	163.116
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	386.331	646.868	138.467	428.165	391.57	390.032	309.73	261.694	392.216	511.628	243.927	458.219	355.909	275.466	367.983	452.149	248.056	403.865	253.169	168.376	352.062	31.3474	97.7252	400.044	350.401	0	498.125	241.01	23.0407	381.262	151.536	0	389.261	178.623	322.339	397.968	323.396	369.645	327.386	160.121	386.623	192.99	264.927	248.196	356.253	421.069	273.683	158.676	0	220.329	93.9026	466.731	0	356.493	35.644	66.2026	350.418	0	385.685	189.761	392.936	376.715	185.52	297.115	0	0	286.171	141.044	48.8579	403.135	411.176	105.422	343.289	86.0635	113.963	114.283	121.84	317.945	0	255.914	122.74	0	88.491	102.015	303.105	256.356	425.175	385.629	351.193	237.413	943.029	341.236	0	141.356	255.472	973.015	181.926	503.748	804.174	285.91	433.816	266.124	363.22	349.44	232.566	222.409	305.334	0	446.144	593.072	511.454	477.761	348.96	80.3873	738.907	198.02
PWY-7118: chitin deacetylation	96.5316	216.898	0	176.828	74.2013	37.173	127.371	0	227.619	466.683	0	332.165	0	77.1818	313.994	0	190.887	196.894	199.478	11.1298	211.223	0	19.8032	344.332	337.544	0	320.374	160.605	320.12	325.362	14.5822	0	111.253	13.7875	284.941	0	54.7738	247.538	272.87	12.7398	58.645	21.6319	206.164	203.849	52.2312	379.816	97.426	0	0	74.1211	3.88978	281.636	0	335.574	18.3483	40.3193	96.2648	0	320.512	120.811	269.699	293.306	12.249	44.5932	25.0964	0	0	6.49934	0	501.241	189.841	5.2449	233.616	0	0	0	11.3145	0	0	61.8209	13.3575	17.9644	13.5958	7.36753	0	2.16734	2.70017	91.8455	307.854	0	240.701	306.402	473.097	15.925	77.1214	327.857	1.4324	194.214	200.066	115.216	317.603	157.905	101.172	42.4406	0	52.4661	314.852	0	440.023	234.527	0	0	350.095	0	382.752	0
PWY-7124: ethene biosynthesis V (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.512659	0	1.05275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88277	0	0	0	0	0	0	0	0	0	0
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0	0	0	108.744	0	0	7.58065	0	0	7.76338	0	21.6938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30152	114.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29079	0	0	0	0	0	0	0	0	3.35389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.475	172.078	0	0	0	0.405419	0	0	0	0	0	57.0024	0	0	0	80.6355	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	101.88	218.427	0	328.545	0	0	201.082	136.734	68.2909	12.8969	0	12.7316	15.2291	131.583	124.504	77.8535	57.7569	110.386	117.204	4.29372	141.278	0	40.0689	16.1684	0	0	26.3414	153.502	434.363	135.695	14.6801	0	0	0	162.906	0	89.3338	65.7579	141.796	13.0377	72.3511	16.9127	288.408	192.772	143.88	258.156	133.035	122.038	0	105.774	13.2908	152.452	0	127.223	0	68.7956	0	0	201.113	67.0122	178.539	251.601	8.38058	0	0	22.5904	0	6.07253	0	208.251	145.834	8.27972	153.76	1.93225	216.912	116.167	28.281	154.705	0	109.138	18.6441	56.6643	19.0265	20.7825	0	0	68.5088	83.7067	0	0	259.163	231.012	0	33.3433	93.7483	305.173	29.5881	204.262	287.624	207.765	274.725	81.8675	160.951	78.1514	176.114	80.0534	222.965	0	30.1728	296.979	377.534	351.398	48.2952	0	167.663	138.728
PWY-7185: UTP and CTP dephosphorylation I	324.326	0	0	955.504	0	0	0	118.363	0	0	0	0	10.8401	0	0	85.1473	0.226073	10.2268	0	0	39.2869	0	3.80184	8.02807	0	0	41.2157	138.966	0	0	0.626177	0	0	0	0	0	21.4362	0	0	3.27966	68.2647	0	0	0	61.6831	128.331	0	94.9363	0	21.8469	0	66.713	0	31.0336	0	6.2807	0	0	0	26.2146	0	0	0	0	0	186.975	0	4.11922	0	26.256	0	1.44259	0	1.29523	259.33	133.796	0	190.874	0	0	0.436008	0	2.62229	0	0	0	94.7906	21.2801	0	0	0	0	0	1.00188	16.7807	110.501	21.751	0	0	35.2716	0	0	0	52.6483	249.348	0	131.987	0	28.1737	56.9132	411.572	400.477	147.649	0	7.97617	150.985
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	59.9166	146.86	0	209.805	139.838	103.805	156.306	21.1718	101.056	88.5369	0	57.4693	0	55.0328	112.412	0	81.105	115.741	111.336	2.67545	109.092	0	19.4634	119.881	123.331	0	128.727	130.276	0	114.219	4.2561	0	247.255	0	109.332	303.437	51.5908	91.1376	118.198	4.74066	68.6882	9.25626	255.754	205.254	95.5897	186.403	89.4419	0	0	49.8521	3.69841	134.504	0	108.27	0	31.385	208.908	0	179.735	66.0128	174.87	242.707	6.34474	0	0	0	315.947	3.31039	0	147.321	110.318	4.17603	113.603	0.974261	0	0	0	6.64318	0	53.3079	7.10928	0	9.52952	11.1113	0	0	2.20568	48.1198	116.912	0	185.872	210.425	0	16.0299	52.7312	0	6.1752	178.125	175.485	154.136	241.219	71.9382	60.2561	50.0255	0	47.2249	184.176	0	146.536	168.637	0	0	122.897	0	112.857	0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2897	0	0	6.41115	0	0	8.53426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4716	0	0	0	0	13.7125	0	0	0	0	0	29.6508	0	0	0	0	0	0	31.8925	0	0	0	0	44.5613	0	0	0	0	0	0	0	0	0	0	68.1179	21.4659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	54.3475	161.389	30.6914	255.647	178.081	142.669	190.836	208.975	43.14	7.73077	176.497	7.67166	97.449	205.201	85.6421	80.8542	36.2873	75.6096	79.1302	28.5869	111.669	517.895	80.2454	9.65845	0	462.773	15.0108	109.843	472.316	96.2926	164.758	314.043	264.612	97.2891	115.995	556.16	205.564	42.1904	99.6159	135.316	97.8217	20.0421	232.661	135.989	132.54	214.349	99.3534	270.586	380.382	168.776	225.161	111.578	900.482	90.5823	556.901	70.9337	261.37	506.96	154.566	44.1646	130.481	188.077	171.939	114.42	562.17	13.7601	443.119	145.085	0	153.025	124.267	156.849	146.359	144.623	166.628	106.028	260.156	130.966	942.143	323.903	174.39	883.65	126.999	128.751	588.92	215.57	55.4897	57.3062	0	349.875	194.775	216.474	449.667	244.146	81.872	226.161	134.01	160.579	251.823	191.843	218.761	54.9691	141.629	65.3374	131.394	89.9249	197.391	997.555	18.1776	263.633	304.206	272.361	25.0756	0	123.744	132.498
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	119.609	91.5168	52.6082	312.081	253.954	214.408	241.511	283.611	59.4202	12.3598	270.972	13.0678	156.746	224.845	23.6921	132.913	38.4084	103.599	0	46.5611	153.663	10.7801	50.5589	14.8434	0	0	20.7788	112.826	29.7848	0	118.121	367.96	0	157.44	0	294.471	236.474	62.6108	0	127.395	155.153	33.0054	191.673	0	204.443	113.27	144.717	381.449	0	124.28	91.0845	146.781	0	31.626	357.239	82.6212	259.674	0	0	68.0539	23.9102	0	175.699	177.756	0	34.0311	225.827	100.872	0	28.4004	173.753	117.02	118.077	75.5764	256.609	173.514	104.016	201.551	0	406.922	158.367	0	48.3248	204.806	438.456	224.451	90.6853	93.3954	0	419.857	133.358	0	0	58.8769	125.333	111.779	134.385	67.6685	0	229.013	33.5478	84.6619	196.618	107.846	213.075	121.049	120.26	0	19.6113	193.959	353.433	327.803	44.9091	0	37.0679	207.351
